"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Experiments-06-05-ABM-C.nlogox"
"exp1_policy_grid"
"05/06/2026 14:42:47:900 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-employees","initial-misconduct-propensity","initial-fear","learning-rate","baseline-recovery-rate","punishment-severity","reporter-protection","[step]","committed-misconduct-total","punished-misconduct-total","hidden-misconduct-total","hidden-misconduct-rate","reported-events-total","retaliation-events-total","mean [fear] of employees","mean [misconduct-propensity] of employees"
"99","300","0.4","0.3","0.2","0.05","0.2","0.65","300","3635","3266","369","0.1015130674002751","3266","1197","0.3184245338529868","0.031913790734651684"
"95","300","0.4","0.3","0.2","0.05","0.2","0.65","300","3691","3304","387","0.10484963424546194","3304","1197","0.31925754179075433","0.0439417783914403"
"103","300","0.4","0.3","0.2","0.05","0.2","0.7","300","3522","3237","285","0.08091993185689948","3237","959","0.3148071510736394","0.029476365587865358"
"109","300","0.4","0.3","0.2","0.05","0.2","0.7","300","3517","3229","288","0.0818879727040091","3229","973","0.31494192929508946","0.039345851799654934"
"102","300","0.4","0.3","0.2","0.05","0.2","0.7","300","3571","3288","283","0.07924950994119294","3288","987","0.31757745201330706","0.03509243490267523"
"107","300","0.4","0.3","0.2","0.05","0.2","0.7","300","3537","3228","309","0.08736217133163698","3228","965","0.3139006212300108","0.029735175082129885"
"91","300","0.4","0.3","0.2","0.05","0.2","0.65","300","3659","3268","391","0.10685979775895053","3268","1120","0.3218244228837672","0.03259038434611809"
"108","300","0.4","0.3","0.2","0.05","0.2","0.7","300","3549","3275","274","0.07720484643561566","3275","966","0.3155284166445861","0.04363528368495638"
"110","300","0.4","0.3","0.2","0.05","0.2","0.7","300","3589","3294","295","0.08219559765951519","3294","937","0.31449249265099133","0.03644432716006823"
"106","300","0.4","0.3","0.2","0.05","0.2","0.7","300","3508","3239","269","0.0766818700114025","3239","974","0.3133400224806637","0.04130612948269372"
"100","300","0.4","0.3","0.2","0.05","0.2","0.65","300","3684","3326","358","0.09717698154180239","3326","1187","0.32072667406220545","0.04309114318559922"
"105","300","0.4","0.3","0.2","0.05","0.2","0.7","300","3597","3304","293","0.08145676953016402","3304","1002","0.3153209200275334","0.03347218831828019"
"111","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3427","3221","206","0.06011088415523782","3221","817","0.3089690742012901","0.044575033162852065"
"116","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3457","3232","225","0.06508533410471506","3232","797","0.3101008362246688","0.03926000931541725"
"112","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3465","3269","196","0.05656565656565657","3269","818","0.3088013319569818","0.03597305003892429"
"113","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3458","3232","226","0.0653556969346443","3232","816","0.31136849061817573","0.029643975679326518"
"115","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3473","3255","218","0.06276993953354448","3255","810","0.3104907401764546","0.044398143486930775"
"118","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3443","3214","229","0.066511762997386","3214","805","0.3084154428880111","0.03642554916293409"
"117","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3406","3219","187","0.05490311215502055","3219","799","0.311290151862984","0.0353658821418176"
"114","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3456","3239","217","0.06278935185185185","3239","787","0.3112126087456306","0.03857041685865225"
"120","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3417","3214","203","0.05940883816213052","3214","830","0.31104961634945494","0.04351470865680668"
"126","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3393","3232","161","0.04745063365753021","3232","624","0.3067556380957702","0.036036959516852825"
"122","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3336","3178","158","0.047362110311750596","3178","637","0.30589608493897275","0.03913907856030313"
