"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Experiments-04-05-ABM.nlogox"
"exp1_policy_grid"
"05/05/2026 00:18:33:888 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-employees","initial-misconduct-propensity","initial-fear","response-strength","drift-speed","punishment-value","reporter-protection","[step]","true-misconduct-total","sanctioned-misconduct-total","hidden-misconduct-total","hidden-misconduct-rate","reported-events-total","retaliation-events-total","mean [fear] of employees","mean [misconduct-propensity] of employees"
"837","300","0.4","0.3","0.2","0.05","0.5","0.45","300","9358","5787","3571","0.3815986321863646","5787","3215","0.4596811808322","0.09587027614039031"
"835","300","0.4","0.3","0.2","0.05","0.5","0.45","300","9324","5819","3505","0.3759116259116259","5819","3176","0.4481531526043265","0.09885722021468114"
"842","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6461","4744","1717","0.2657483361708714","4744","2285","0.3968999143679382","0.07186484353674484"
"838","300","0.4","0.3","0.2","0.05","0.5","0.45","300","9356","5799","3557","0.3801838392475417","5799","3174","0.4464542664499996","0.09862698851479512"
"839","300","0.4","0.3","0.2","0.05","0.5","0.45","300","9303","5802","3501","0.3763302160593357","5802","3181","0.4453104354087188","0.10191552069461567"
"836","300","0.4","0.3","0.2","0.05","0.5","0.45","300","9374","5823","3551","0.37881374013228075","5823","3145","0.4490915476114408","0.09429254573269306"
"840","300","0.4","0.3","0.2","0.05","0.5","0.45","300","9377","5823","3554","0.37901247733816784","5823","3189","0.45438707041491816","0.09591371080298013"
"845","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6573","4757","1816","0.2762817587098737","4757","2368","0.4039615940832566","0.06751248567925885"
"843","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6547","4750","1797","0.27447685963036506","4750","2369","0.3968165003612466","0.06639822439968514"
"844","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6513","4765","1748","0.26838630431444804","4765","2357","0.3955969113390183","0.06750268797821968"
"847","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6460","4739","1721","0.26640866873065017","4739","2323","0.3936273148087903","0.07159168247482607"
"846","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6504","4767","1737","0.26706642066420666","4767","2350","0.40261014550647056","0.06463149636737248"
"848","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6471","4720","1751","0.27059187142636376","4720","2366","0.4018725425448009","0.08349737378881565"
"851","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5144","4131","1013","0.1969284603421462","4131","1799","0.3630680182042607","0.05465660361572607"
"849","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6474","4742","1732","0.2675316651220266","4742","2379","0.4071608206662518","0.07132192598808647"
"850","300","0.4","0.3","0.2","0.05","0.5","0.5","300","6547","4755","1792","0.2737131510615549","4755","2391","0.40355900993216076","0.07151730077950763"
"852","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5080","4115","965","0.18996062992125984","4115","1858","0.37043647543309166","0.049647092559624524"
"853","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5101","4127","974","0.1909429523622819","4127","1832","0.36714744778045977","0.05300353222734609"
"854","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5156","4122","1034","0.2005430566330489","4122","1862","0.36449301236726145","0.05366287880328024"
"855","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5114","4088","1026","0.2006257332811889","4088","1817","0.36633616941169056","0.05364746475386133"
"856","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5146","4116","1030","0.20015546055188496","4116","1845","0.37748220312079234","0.05218347459615489"
"857","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5080","4080","1000","0.1968503937007874","4080","1798","0.36511351319677243","0.061162655191822825"
"863","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4338","3665","673","0.15514061779621946","3665","1450","0.34429887362477707","0.053966444973325804"
"858","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5149","4095","1054","0.20469994173625947","4095","1860","0.37257770822273745","0.05012657321808129"
"859","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5094","4081","1013","0.1988614055751865","4081","1867","0.37040711598146486","0.05114716513887039"
"862","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4288","3661","627","0.14622201492537312","3661","1572","0.3565234716966835","0.044256970945870264"
"861","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4331","3716","615","0.14199953821288386","3716","1486","0.3517884634622217","0.047032796146257064"
"860","300","0.4","0.3","0.2","0.05","0.5","0.55","300","5124","4095","1029","0.20081967213114754","4095","1816","0.3703092281545336","0.05698626718783454"
"864","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4388","3700","688","0.15679124886052873","3700","1509","0.3522391081798787","0.049518459044940545"
"865","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4331","3724","607","0.14015238974832603","3724","1452","0.3489327024130054","0.04376099124147647"
"866","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4321","3717","604","0.1397824577644064","3717","1488","0.3497299610961763","0.04710906653329401"
"867","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4336","3677","659","0.15198339483394835","3677","1460","0.3485965491669229","0.048299219153594045"
"868","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4344","3670","674","0.15515653775322283","3670","1465","0.34585826841235845","0.049936241933703766"
"870","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4334","3665","669","0.1543608675588371","3665","1469","0.3510637092601868","0.05095795005685072"
"869","300","0.4","0.3","0.2","0.05","0.5","0.6","300","4316","3678","638","0.14782205746061167","3678","1475","0.3497023023112466","0.048117320402536336"
"871","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3813","3399","414","0.10857592446892211","3399","1174","0.33310466984539683","0.04807045689717953"
"872","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3816","3397","419","0.10980083857442348","3397","1194","0.3338098128113251","0.03463435757175897"
"873","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3869","3416","453","0.11708451796329801","3416","1181","0.3349752508616509","0.039131094807962875"
"874","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3875","3415","460","0.11870967741935484","3415","1210","0.33193887240998265","0.042590190068361435"
"875","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3877","3427","450","0.11606912561258705","3427","1191","0.3367968546156149","0.04875056118579972"
"876","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3804","3373","431","0.11330178759200842","3373","1141","0.3335770111358452","0.04798297390990276"
"877","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3818","3399","419","0.10974332111052908","3399","1176","0.3341885957128458","0.030983949544429627"
"878","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3832","3408","424","0.11064718162839249","3408","1163","0.3339717473367586","0.04063997950494771"
"879","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3855","3413","442","0.11465629053177691","3413","1204","0.33463608157512625","0.03598537201468238"
"881","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3538","3246","292","0.08253250423968343","3246","952","0.32567249953899724","0.0377760188098298"
"880","300","0.4","0.3","0.2","0.05","0.5","0.65","300","3839","3414","425","0.11070591299817661","3414","1234","0.3344123559840127","0.03296187346014916"
"882","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3529","3233","296","0.08387645225276283","3233","985","0.3256561456634702","0.029678549982707837"
"883","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3532","3227","305","0.08635334088335221","3227","982","0.32460272397500506","0.03760119247263284"
"887","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3512","3214","298","0.08485193621867881","3214","950","0.3217984228356945","0.04575727273373174"
"884","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3508","3218","290","0.08266818700114024","3218","957","0.32255775625333905","0.03355575832201547"
"885","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3547","3256","291","0.08204116154496757","3256","926","0.3220678123149921","0.029900294520427"
"888","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3513","3215","298","0.08482778252206091","3215","962","0.32589170671169804","0.03442945930271629"
"891","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3318","3109","209","0.06298975286317059","3109","775","0.3175653473569727","0.03859961707794555"
"886","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3512","3219","293","0.08342824601366743","3219","943","0.3245628365405094","0.04038954612778196"
"890","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3525","3214","311","0.08822695035460992","3214","981","0.32472226750160216","0.03959495941023442"
"893","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3308","3081","227","0.06862152357920194","3081","797","0.31706822646113575","0.041057103092730876"
"889","300","0.4","0.3","0.2","0.05","0.5","0.7","300","3514","3222","292","0.08309618668184406","3222","974","0.3271527510255062","0.031939572477622"
"892","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3336","3114","222","0.06654676258992806","3114","781","0.3127063158982317","0.04228402568994669"
"894","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3329","3113","216","0.06488434965455092","3113","815","0.31595781672595896","0.039999287744857684"
"895","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3288","3073","215","0.06538929440389295","3073","786","0.3184186140881813","0.040457781117332725"
"896","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3332","3133","199","0.05972388955582233","3133","776","0.3174087392813592","0.03405458740438522"
"897","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3349","3133","216","0.06449686473574201","3133","833","0.31870541945555575","0.02979937252801502"
"899","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3359","3142","217","0.06460256028579935","3142","798","0.3170717589628013","0.033534931603542456"
"898","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3367","3128","239","0.07098307098307098","3128","766","0.3172013980918676","0.03830952339388024"
"900","300","0.4","0.3","0.2","0.05","0.5","0.75","300","3328","3101","227","0.06820913461538461","3101","783","0.3183794908303655","0.03254147054225344"
"901","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3202","3045","157","0.04903185509056839","3045","625","0.31174048607699734","0.03696140824482892"
"902","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3167","2994","173","0.05462582886011999","2994","620","0.31074802234804855","0.04157547987026449"
"903","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3209","3024","185","0.05765035836709255","3024","603","0.3105728626961534","0.034869850562087794"
"905","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3242","3076","166","0.05120296113510179","3076","652","0.3110079982114744","0.02802134729527591"
"904","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3216","3049","167","0.05192786069651741","3049","608","0.3115080986002554","0.035286282936583264"
"906","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3192","3016","176","0.05513784461152882","3016","594","0.31061943043112145","0.03752465249013684"
"910","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3199","3032","167","0.05220381369177868","3032","595","0.3099687255775565","0.03538856473252125"
"907","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3150","3001","149","0.0473015873015873","3001","629","0.3106525031941605","0.026517181696161664"
"909","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3246","3082","164","0.05052372150338879","3082","634","0.3112077106032125","0.03155977420435202"
"908","300","0.4","0.3","0.2","0.05","0.5","0.8","300","3189","3024","165","0.05174035747883349","3024","631","0.31072682580784905","0.0269859867538101"
"912","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88476","7936","80540","0.9103033591030336","7936","6383","0.774748651486857","1"
"911","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88372","7984","80388","0.9096546417417282","7984","6354","0.781526672592475","1"
"915","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88531","7995","80536","0.9096926500321921","7995","6389","0.7743374151749002","1"
"913","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88639","7948","80691","0.9103329234309954","7948","6378","0.7689135679774547","1"
"917","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88556","7928","80628","0.9104747278558201","7928","6322","0.766959284089385","1"
"914","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88356","7942","80414","0.9101136312191589","7942","6376","0.7833343428868638","1"
"918","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88536","7995","80541","0.9096977500677691","7995","6341","0.763558598879211","1"
"919","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88512","8007","80505","0.9095376898047722","8007","6357","0.7868103386801963","1"
"916","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88320","7896","80424","0.9105978260869565","7896","6364","0.7855987639889881","1"
"920","300","0.4","0.3","0.2","0.05","0.55","0.2","300","88631","8006","80625","0.909670431338922","8006","6369","0.7730448604145422","1"
"921","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87323","9198","78125","0.8946669262393642","9198","6920","0.7908483036969988","1"
"922","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87633","9312","78321","0.8937386600938003","9312","6926","0.7937864756413435","1"
"923","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87521","9272","78249","0.8940597113835537","9272","6960","0.7864140442841683","1"
"924","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87466","9264","78202","0.8940845585713306","9264","6981","0.7957220238515639","1"
"925","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87345","9204","78141","0.8946247638674223","9204","6872","0.7873449084555165","1"
"930","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87391","9170","78221","0.8950692863109474","9170","6901","0.7865992987087949","1"
"926","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87307","9299","78008","0.8934907853894877","9299","6986","0.7931767400437358","1"
"928","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87500","9248","78252","0.8943085714285715","9248","6967","0.792840486112157","1"
"927","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87357","9226","78131","0.8943873988346669","9226","6913","0.7939407141692761","1"
"932","300","0.4","0.3","0.2","0.05","0.55","0.3","300","77953","10448","67505","0.8659705206983696","10448","7294","0.8186448658480283","1"
"929","300","0.4","0.3","0.2","0.05","0.55","0.25","300","87673","9286","78387","0.8940836973754748","9286","6911","0.7858501850943092","1"
"931","300","0.4","0.3","0.2","0.05","0.55","0.3","300","78954","10551","68403","0.8663652253210731","10551","7377","0.8023500903576917","1"
"933","300","0.4","0.3","0.2","0.05","0.55","0.3","300","76846","10313","66533","0.8657965281211775","10313","7216","0.8002491334822964","1"
"934","300","0.4","0.3","0.2","0.05","0.55","0.3","300","77276","10257","67019","0.8672679745328433","10257","7243","0.8234394539206283","1"
"941","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28516","8237","20279","0.7111446205638939","8237","5416","0.6323587778814764","0.31171649190224776"
"942","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28593","8355","20238","0.7077956143111951","8355","5404","0.6289039883213092","0.3118928456990929"
"943","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28261","8317","19944","0.7057075121191748","8317","5396","0.6334866601551824","0.3119248132345716"
"944","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28562","8392","20170","0.7061830404033331","8392","5438","0.6256243601905687","0.30916824551527566"
"945","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28307","8324","19983","0.7059384604514785","8324","5365","0.6444652873445798","0.3116209624969478"
"935","300","0.4","0.3","0.2","0.05","0.55","0.3","300","78187","10373","67814","0.8673308862087048","10373","7274","0.8052367426481879","1"
"936","300","0.4","0.3","0.2","0.05","0.55","0.3","300","77711","10292","67419","0.8675605770096897","10292","7278","0.8273687508421323","1"
"946","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28570","8373","20197","0.7069303465173259","8373","5458","0.6318749365565206","0.31226968496192453"
"947","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28661","8401","20260","0.706883918914204","8401","5481","0.6452791509569213","0.31264396619673174"
"937","300","0.4","0.3","0.2","0.05","0.55","0.3","300","78416","10479","67937","0.8663665578453377","10479","7379","0.8126031656894954","1"
"938","300","0.4","0.3","0.2","0.05","0.55","0.3","300","78090","10340","67750","0.8675886797285184","10340","7260","0.8050203187150642","1"
"939","300","0.4","0.3","0.2","0.05","0.55","0.3","300","77963","10409","67554","0.8664879494119005","10409","7222","0.8077175965116442","1"
"940","300","0.4","0.3","0.2","0.05","0.55","0.3","300","78086","10326","67760","0.867761186384243","10326","7312","0.8177143738609853","1"
"952","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15081","7024","8057","0.5342483920164446","7024","4176","0.531261996982753","0.16473248121780978"
"948","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28514","8328","20186","0.707932945219892","8328","5410","0.632285605391106","0.31318383813476786"
"953","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15246","6996","8250","0.5411255411255411","6996","4163","0.5330916398083596","0.1637425467656283"
"951","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15314","6948","8366","0.5462975055504767","6948","4234","0.5418923382364702","0.16087277030817235"
"954","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15162","7015","8147","0.5373301675240734","7015","4227","0.5415984287215875","0.1660746616675087"
"955","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15214","7008","8206","0.5393716313921388","7008","4167","0.531987701254979","0.16471649838050897"
"956","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15402","6981","8421","0.5467471756914687","6981","4240","0.5336360699405484","0.16132677055462324"
"957","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15239","6964","8275","0.5430146335061355","6964","4220","0.5355213964270458","0.1673916512162012"
"950","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28648","8285","20363","0.7108000558503211","8285","5348","0.6163335805485661","0.3150891390070295"
"949","300","0.4","0.3","0.2","0.05","0.55","0.35","300","28435","8275","20160","0.7089854053103569","8275","5431","0.6110770987389701","0.3161304590743955"
"958","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15258","6946","8312","0.5447634028050858","6946","4193","0.5347569618573446","0.16704339803736284"
"959","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15220","6922","8298","0.545203679369251","6922","4163","0.5218332278766592","0.17309868556316782"
"960","300","0.4","0.3","0.2","0.05","0.55","0.4","300","15126","6975","8151","0.538873462911543","6975","4196","0.5323928519357881","0.1656492184537202"
"961","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9084","5557","3527","0.3882650814619111","5557","3025","0.4584783406493566","0.10812884681243844"
"962","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9093","5619","3474","0.38205212801055755","5619","3082","0.464408200608781","0.09512543669483083"
"964","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9132","5571","3561","0.3899474375821288","5571","3102","0.45532349258514593","0.08977865917629262"
"963","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9097","5537","3560","0.3913378036715401","5537","3065","0.4688123463060298","0.09559830611788357"
"965","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9100","5617","3483","0.38274725274725274","5617","3076","0.4608865995795647","0.09363634015949014"
"966","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9148","5555","3593","0.3927634455618714","5555","3100","0.46680347332487837","0.09479058318446928"
"967","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9017","5619","3398","0.3768437396029722","5619","3016","0.45643115921454097","0.08530354433461415"
"971","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6355","4584","1771","0.2786782061369001","4584","2260","0.40221592343776563","0.06715440930942877"
"968","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9064","5576","3488","0.3848190644307149","5576","3067","0.45099685693676617","0.10139478036322384"
"969","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9009","5584","3425","0.38017538017538016","5584","3080","0.4636775837071171","0.09440228251682659"
"970","300","0.4","0.3","0.2","0.05","0.55","0.45","300","9066","5628","3438","0.37921906022501656","5628","3051","0.45045583826125457","0.09671461340440748"
"972","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6283","4573","1710","0.2721629794684068","4573","2318","0.40479960700995643","0.06536148011835059"
"973","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6295","4582","1713","0.2721207307386815","4582","2320","0.40440063344742216","0.06747550095272613"
"974","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6300","4585","1715","0.2722222222222222","4585","2272","0.39291627701316423","0.07681218299454631"
"975","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6347","4588","1759","0.2771388057349929","4588","2330","0.4032186091135159","0.06460204481731634"
"976","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6316","4611","1705","0.26994933502216595","4611","2321","0.3985254182243143","0.05541037371697982"
"982","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4944","3953","991","0.20044498381877024","3953","1760","0.3647196968805347","0.05435251805716701"
"977","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6268","4589","1679","0.26786853860880666","4589","2295","0.40764278672058607","0.06272769943594483"
"980","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6311","4586","1725","0.2733322769767073","4586","2301","0.39934949822405275","0.08110044982535551"
"981","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4968","3957","1011","0.20350241545893719","3957","1758","0.36859103085380185","0.04781330189571278"
"979","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6285","4601","1684","0.26793953858393","4601","2303","0.4163000765434793","0.05956333000487188"
"978","300","0.4","0.3","0.2","0.05","0.55","0.5","300","6315","4561","1754","0.2777513855898654","4561","2258","0.4198857326399926","0.05924157585125089"
"983","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4981","3965","1016","0.203975105400522","3965","1793","0.3736460360205483","0.04978703216737001"
"984","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4960","3948","1012","0.20403225806451614","3948","1735","0.37510781957657585","0.04844072091097911"
"985","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4949","3972","977","0.1974136189129117","3972","1834","0.3774103680695342","0.055287836124729824"
"986","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4962","3953","1009","0.20334542523176138","3953","1776","0.375358177899778","0.05716457417793323"
"987","300","0.4","0.3","0.2","0.05","0.55","0.55","300","5005","3985","1020","0.2037962037962038","3985","1807","0.3737650737354905","0.0514253858154836"
"988","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4990","3974","1016","0.2036072144288577","3974","1753","0.3705281704312809","0.05054571303385914"
"991","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4234","3587","647","0.15281058101086442","3587","1446","0.3519433272920606","0.03862789142451767"
"989","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4909","3958","951","0.19372580973721737","3958","1773","0.37412622590099154","0.05605234053925467"
"992","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4241","3580","661","0.15585946710681442","3580","1443","0.35719175678543924","0.053269371936947314"
"990","300","0.4","0.3","0.2","0.05","0.55","0.55","300","4951","3949","1002","0.20238335689759646","3949","1794","0.3742780220970962","0.053144743670013414"
"994","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4205","3600","605","0.14387633769322236","3600","1436","0.3504687721685094","0.04537446473358353"
"993","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4234","3602","632","0.14926783183750592","3602","1441","0.3508451907307587","0.03968391429564432"
"995","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4195","3577","618","0.14731823599523242","3577","1430","0.34850383233341137","0.0493742618402001"
"996","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4256","3583","673","0.15812969924812031","3583","1453","0.3528429222634754","0.03928733848670477"
"1000","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4205","3584","621","0.14768133174791914","3584","1453","0.3516069508879985","0.04838341842536022"
"997","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4182","3594","588","0.1406025824964132","3594","1433","0.3552808958566492","0.03646474160335722"
"1003","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3776","3341","435","0.11520127118644068","3341","1179","0.3365824341685681","0.039757743479445024"
"1002","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3706","3299","407","0.10982191041554236","3299","1200","0.34139046372728143","0.03562885025152066"
"1001","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3738","3327","411","0.10995184590690209","3327","1162","0.3373273463274449","0.0362003847841399"
"999","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4204","3592","612","0.1455756422454805","3592","1407","0.35047597752490894","0.047444643936380954"
"998","300","0.4","0.3","0.2","0.05","0.55","0.6","300","4220","3583","637","0.1509478672985782","3583","1454","0.3566235239732696","0.046600932756068386"
"1006","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3779","3341","438","0.11590367822175178","3341","1153","0.33043054463694066","0.034457987014450214"
"1005","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3724","3302","422","0.11331901181525242","3302","1165","0.33774679353529374","0.04311562090818084"
"1004","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3755","3311","444","0.11824234354194407","3311","1172","0.3362862586798472","0.037538919970591854"
"1008","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3715","3287","428","0.11520861372812921","3287","1143","0.33007899877674096","0.05082804786508801"
"1007","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3724","3288","436","0.11707841031149302","3288","1131","0.33611900329370553","0.044663303556710124"
"1011","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3503","3175","328","0.09363402797602055","3175","937","0.32768149418356907","0.03355862454497277"
"1010","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3690","3280","410","0.1111111111111111","3280","1085","0.33431256414044136","0.04045839757465767"
"1009","300","0.4","0.3","0.2","0.05","0.55","0.65","300","3720","3287","433","0.11639784946236559","3287","1146","0.3400192004738341","0.03581055080463574"
"1012","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3469","3174","295","0.08503891611415393","3174","955","0.32530586490820745","0.030956698643688104"
"1013","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3436","3157","279","0.08119906868451689","3157","935","0.3205743987315397","0.03697175077006741"
"1014","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3457","3160","297","0.08591264101822389","3160","956","0.3267552024769897","0.029713620883232233"
"1018","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3448","3147","301","0.0872969837587007","3147","970","0.32611967649187396","0.03923101841601167"
"1015","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3444","3134","310","0.0900116144018583","3134","938","0.3219730789147853","0.03858347524672336"
"1016","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3462","3193","269","0.07770075101097632","3193","970","0.3261071526809349","0.03203087508669414"
"1019","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3423","3133","290","0.08472100496640374","3133","926","0.3243380781992823","0.03437520299292861"
"1017","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3467","3178","289","0.0833573694837035","3178","967","0.3326795059373181","0.032043266351718044"
"1021","300","0.4","0.3","0.2","0.05","0.55","0.75","300","3260","3042","218","0.06687116564417178","3042","769","0.3168223388186552","0.03670704984313203"
"1020","300","0.4","0.3","0.2","0.05","0.55","0.7","300","3502","3207","295","0.08423757852655625","3207","973","0.327495170907669","0.03349305990959093"
"1022","300","0.4","0.3","0.2","0.05","0.55","0.75","300","3270","3054","216","0.06605504587155964","3054","757","0.3179180031400514","0.03219286519193074"
"1023","300","0.4","0.3","0.2","0.05","0.55","0.75","300","3223","3026","197","0.0611231771641328","3026","757","0.31479574927814064","0.0355732862350509"
"1028","300","0.4","0.3","0.2","0.05","0.55","0.75","300","3245","3045","200","0.061633281972265024","3045","744","0.31435872780353996","0.03740016809532587"
"1026","300","0.4","0.3","0.2","0.05","0.55","0.75","300","3259","3052","207","0.0635164160785517","3052","783","0.31783828321226876","0.029608645297394515"
