"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Experiments-04-05-ABM.nlogox"
"exp2b_sens_init_propensity"
"05/05/2026 00:26:05:269 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-employees","initial-misconduct-propensity","initial-fear","punishment-value","reporter-protection","response-strength","drift-speed","[step]","true-misconduct-total","sanctioned-misconduct-total","hidden-misconduct-total","hidden-misconduct-rate","reported-events-total","retaliation-events-total","mean [fear] of employees","mean [misconduct-propensity] of employees"
"94","300","0.55","0.3","0.5","0.3","0.2","0.05","300","86259","11259","75000","0.8694744896184746","11259","7822","0.7859245399133505","1"
"97","300","0.55","0.3","0.5","0.3","0.2","0.05","300","86205","11242","74963","0.8695899309784815","11242","7906","0.7985897140739898","1"
"98","300","0.55","0.3","0.5","0.3","0.2","0.05","300","86073","11135","74938","0.8706330672800995","11135","7774","0.7911578991118231","1"
"99","300","0.55","0.3","0.5","0.3","0.2","0.05","300","85856","11130","74726","0.8703643309727916","11130","7884","0.8055476198012692","1"
"100","300","0.55","0.3","0.5","0.3","0.2","0.05","300","86137","11266","74871","0.8692083541335315","11266","7877","0.793336886470766","1"
"102","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87420","11249","76171","0.8713223518645619","11249","7909","0.7963907900459685","1"
"101","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87510","11351","76159","0.870289109816021","11351","7896","0.7921108123202502","1"
"105","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87453","11298","76155","0.8708106068402456","11298","7921","0.7952016149657879","1"
"106","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87349","11357","75992","0.8699813392254061","11357","7920","0.7947671076831192","1"
"104","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87545","11262","76283","0.871357587526415","11262","7887","0.798317076631466","1"
"107","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87293","11227","76066","0.8713871673559163","11227","7957","0.8098432575364835","1"
"109","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87412","11232","76180","0.8715050565139798","11232","7875","0.8007876938882825","1"
"103","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87581","11279","76302","0.871216359712723","11279","7955","0.8057758398687092","1"
"108","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87381","11280","76101","0.8709101520925602","11280","7936","0.7877275052362807","1"
"110","300","0.6","0.3","0.5","0.3","0.2","0.05","300","87547","11367","76180","0.870161170571236","11367","7896","0.8035501427731202","1"
"111","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88329","11368","76961","0.8712993467604071","11368","7903","0.7987734065139737","1"
"112","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88273","11375","76898","0.8711384001903186","11375","7948","0.7845040150904843","1"
"113","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88218","11342","76876","0.8714321340316036","11342","7887","0.7952015256843764","1"
"114","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88158","11220","76938","0.8727285101749133","11220","7935","0.7972575115576422","1"
"115","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88230","11263","76967","0.8723450073671087","11263","7966","0.7972174172536681","1"
"116","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88212","11246","76966","0.8725116764159071","11246","7878","0.7961883905040568","1"
"117","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88329","11442","76887","0.8704615698128587","11442","7948","0.7963823429484078","1"
"118","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88145","11253","76892","0.8723353565148335","11253","7916","0.8057206139203706","1"
"119","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88101","11234","76867","0.8724872589414422","11234","7908","0.7890249965825156","1"
"120","300","0.65","0.3","0.5","0.3","0.2","0.05","300","88234","11336","76898","0.8715234490105855","11336","7927","0.814851246193158","1"
